Gemeentecode,GemeentecodeGM,Gemeentenaam,GeoGemeentenaam,Provinciecode,ProvinciecodePV,Provincienaam,"asylum_migrants","avg_household_income","avg_woz","avg_ww_ratio","flag_color1","flag_color2","flag_color3","flag_color4",latitude,longitude,murders,population,province,"shield_crown","shield_symbol_1","shield_symbol_2","shield_symbol_3","shieldholder_1","shieldholder_2","surface_km2","surface_land_km2","surface_water_km2",university,year
0826,GM0826,Oosterhout,Oosterhout,30,PV30,"Noord-Brabant",NA,NA,NA,NA,white,black,NA,NA,"51.64102","4.86169",NA,53733,"Noord-Brabant",crown,moon,NA,NA,lion,lion,"73.1","71.5","1.6",0,2018
0085,GM0085,Ooststellingwerf,Ooststellingwerf,21,PV21,Friesland,NA,NA,NA,NA,red,white,NA,NA,"52.988319","6.270427",NA,25672,Friesland,NA,NA,NA,NA,NA,NA,"226.1","224.2",2,0,2018
0431,GM0431,Oostzaan,Oostzaan,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,blue,black,green,"52.440497","4.875722",NA,9154,"Noord-Holland",crown,trident,NA,NA,NA,NA,"16.1","11.5","4.6",0,2018
0432,GM0432,Opmeer,Opmeer,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,red,blue,NA,"52.705379","4.942667",NA,11374,"Noord-Holland",crown,lion,corn,tree,eagle,lion,"41.9","41.6","0.4",0,2018
0086,GM0086,Opsterland,Opsterland,21,PV21,Friesland,NA,NA,NA,NA,white,red,green,NA,"53.039542","6.11532",NA,29894,Friesland,crown,tree,hare,NA,NA,NA,"227.6","224.6",3,0,2018
0828,GM0828,Oss,Oss,30,PV30,"Noord-Brabant",NA,NA,NA,NA,white,red,yellow,blue,"51.76118","5.514048",NA,85039,"Noord-Brabant",crown,ox,NA,NA,NA,NA,"159.9","152.4","7.5",0,2018
1509,GM1509,"Oude IJsselstreek","Oude IJsselstreek",25,PV25,Gelderland,NA,NA,NA,NA,white,purple,green,NA,"51.911046","6.405564",NA,39614,Gelderland,crown,lion,wave,ring,NA,NA,"137.9","136.4","1.5",0,2018
0437,GM0437,"Ouder-Amstel","Ouder-Amstel",27,PV27,"Noord-Holland",NA,NA,NA,NA,red,black,white,NA,"52.285929","4.913383",NA,13255,"Noord-Holland",crown,cross,NA,NA,NA,NA,"25.8","24.1","1.7",0,2018
0589,GM0589,Oudewater,Oudewater,26,PV26,Utrecht,NA,NA,NA,NA,red,white,NA,NA,"52.024163","4.868417",NA,9868,Utrecht,crown,stronghold,lion,NA,lion,lion,"40.1","39.1",1,0,2018
1734,GM1734,Overbetuwe,Overbetuwe,25,PV25,Gelderland,NA,NA,NA,NA,yellow,blue,white,red,"51.932775","5.781465",NA,46653,Gelderland,crown,stronghold,boat,coffin,NA,NA,"115.1","109.4","5.7",0,2018
0590,GM0590,Papendrecht,Papendrecht,28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,yellow,NA,NA,"51.842481","4.694183",NA,32140,"Zuid-Holland",NA,mill,NA,NA,NA,NA,"10.8","9.5","1.3",0,2018
1894,GM1894,"Peel en Maas","Peel en Maas",31,PV31,Limburg,NA,NA,NA,NA,white,black,red,NA,"51.339919","6.012298",NA,43298,Limburg,crown,diamond,cross,NA,NA,NA,"161.4","159.4","1.9",0,2018
0765,GM0765,Pekela,Pekela,20,PV20,Groningen,NA,NA,NA,NA,white,red,black,blue,"53.085241","6.977881",NA,12733,Groningen,crown,ship,bell,trefoil,NA,NA,"50.2","49.1","1.1",0,2018
1926,GM1926,"Pijnacker-Nootdorp","Pijnacker-Nootdorp",28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,yellow,NA,NA,"52.012698","4.427355",NA,51068,"Zuid-Holland",crown,snake,NA,NA,NA,NA,"38.6","37.4","1.3",0,2018
0439,GM0439,Purmerend,Purmerend,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,black,red,NA,"52.514381","4.964061",NA,79552,"Noord-Holland",crown,NA,NA,NA,lion,lion,"24.6","23.4","1.2",0,2018
0273,GM0273,Putten,Putten,25,PV25,Gelderland,NA,NA,NA,NA,yellow,blue,NA,NA,"52.245301","5.568482",NA,24044,Gelderland,NA,deer,NA,NA,NA,NA,"87.4","85.1","2.3",0,2018
0177,GM0177,Raalte,Raalte,23,PV23,Overijssel,NA,NA,NA,NA,yellow,black,white,NA,"52.380903","6.278318",NA,36526,Overijssel,corn,corn,trefoil,cross,NA,NA,"172.3","171.1","1.2",0,2018
0703,GM0703,Reimerswaal,Reimerswaal,29,PV29,Zeeland,NA,NA,NA,NA,red,white,black,blue,"51.410002","4.154448",NA,21915,Zeeland,crown,sword,lion,NA,NA,NA,"242.4",102,"140.4",0,2018
0274,GM0274,Renkum,Renkum,25,PV25,Gelderland,NA,NA,NA,NA,red,white,yellow,blue,"51.982983","5.739978",NA,31577,Gelderland,crown,horse,lion,NA,NA,NA,"47.2",46,"1.2",0,2018
0339,GM0339,Renswoude,Renswoude,26,PV26,Utrecht,NA,NA,NA,NA,white,red,blue,NA,"52.074661","5.538173",NA,4928,Utrecht,crown,NA,NA,NA,NA,NA,"18.5","18.4","0.1",0,2018
1667,GM1667,"Reusel-De Mierden","Reusel-De Mierden",30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,yellow,black,NA,"51.37065","5.146555",NA,12728,"Noord-Brabant",NA,corn,sun,cloud,NA,NA,"78.6","77.9","0.7",0,2018
0275,GM0275,Rheden,Rheden,25,PV25,Gelderland,NA,NA,NA,NA,yellow,red,blue,NA,"52.005737","6.027959",NA,43563,Gelderland,NA,NA,NA,NA,NA,NA,"84.4","81.8","2.6",0,2018
0340,GM0340,Rhenen,Rhenen,26,PV26,Utrecht,NA,NA,NA,NA,red,white,NA,NA,"51.96214","5.571116",NA,19123,Utrecht,crown,castle,key,NA,lion,lion,"43.8","42.1","1.7",0,2018
0597,GM0597,Ridderkerk,Ridderkerk,28,PV28,"Zuid-Holland",NA,NA,NA,NA,white,green,NA,NA,"51.870253","4.602234",NA,45207,"Zuid-Holland",NA,knight,horse,dragon,NA,NA,"25.3","23.7","1.5",0,2018
1742,GM1742,"Rijssen-Holten","Rijssen-Holten",23,PV23,Overijssel,NA,NA,NA,NA,NA,NA,NA,NA,"52.292506","6.439999",NA,37696,Overijssel,crown,branch,boar,NA,NA,NA,"94.4","94.1","0.3",0,2018
0603,GM0603,Rijswijk,Rijswijk,28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,yellow,NA,NA,"52.037698","4.321974",NA,47680,"Zuid-Holland",NA,branch,NA,NA,lion,lion,"14.5","14.1","0.4",0,2018
1669,GM1669,Roerdalen,Roerdalen,31,PV31,Limburg,NA,NA,NA,NA,blue,white,red,NA,"51.139166","6.034269",NA,20808,Limburg,lion,lion,lily,NA,NA,NA,"88.7","88.2","0.6",0,2018
0957,GM0957,Roermond,Roermond,31,PV31,Limburg,NA,NA,NA,NA,blue,white,red,NA,"51.19132","5.987772",NA,57030,Limburg,crown,lion,lily,NA,NA,NA,"71.1","60.8","10.3",0,2018
0736,GM0736,"De Ronde Venen","De Ronde Venen",26,PV26,Utrecht,NA,NA,NA,NA,NA,NA,NA,NA,"52.20668","4.886773",NA,42648,Utrecht,crown,"agnus dei",key,snake,NA,NA,117,"100.8","16.2",0,2018
1674,GM1674,Roosendaal,Roosendaal,30,PV30,"Noord-Brabant",NA,NA,NA,NA,red,black,white,NA,"51.535849","4.465321",NA,76930,"Noord-Brabant",crown,lion,rose,NA,NA,NA,"107.2","106.4","0.7",0,2018
0599,GM0599,Rotterdam,Rotterdam,28,PV28,"Zuid-Holland",NA,NA,NA,NA,green,white,NA,NA,"51.92442","4.477733",NA,618467,"Zuid-Holland",crown,lion,NA,NA,lion,lion,"319.4","206.4","112.9",1,2018
0277,GM0277,Rozendaal,Rozendaal,25,PV25,Gelderland,NA,NA,NA,NA,blue,yellow,NA,NA,"52.009785","5.966507",NA,1500,Gelderland,NA,rose,NA,NA,NA,NA,"27.9","27.9",0,0,2018
0840,GM0840,Rucphen,Rucphen,30,PV30,"Noord-Brabant",NA,NA,NA,NA,green,black,red,white,"51.533567","4.56032",NA,22213,"Noord-Brabant",crown,lion,diamond,NA,NA,NA,"64.5","64.4","0.1",0,2018
0441,GM0441,Schagen,Schagen,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,red,NA,NA,"52.788091","4.8044",NA,46016,"Noord-Holland",crown,rose,ring,lily,knight,lion,"187.3","167.9","19.4",0,2018
0279,GM0279,Scherpenzeel,Scherpenzeel,25,PV25,Gelderland,NA,NA,NA,NA,blue,white,NA,NA,"52.07893","5.488065",NA,9496,Gelderland,crown,lily,NA,NA,NA,NA,"13.8","13.8",0,0,2018
0606,GM0606,Schiedam,Schiedam,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,black,NA,NA,"51.91696","4.398819",NA,76487,"Zuid-Holland",crown,lion,NA,NA,NA,NA,"19.9",18,"1.8",0,2018
0088,GM0088,Schiermonnikoog,Schiermonnikoog,21,PV21,Friesland,NA,NA,NA,NA,red,white,blue,green,"53.489374","6.230911",NA,938,Friesland,crown,monk,NA,NA,NA,NA,"199.1",44,"155.1",0,2018
1676,GM1676,"Schouwen-Duiveland","Schouwen-Duiveland",29,PV29,Zeeland,NA,NA,NA,NA,blue,white,yellow,black,"51.680357","3.952013",NA,33821,Zeeland,crown,mermaid,merman,wave,lion,lion,"488.2","230.1","258.1",0,2018
0965,GM0965,Simpelveld,Simpelveld,31,PV31,Limburg,NA,NA,NA,NA,blue,white,NA,NA,"50.832849","5.987771",NA,10844,Limburg,crown,shell,dove,ampoule,NA,NA,16,16,0,0,2018
1702,GM1702,"Sint Anthonis","Sint Anthonis",30,PV30,"Noord-Brabant",NA,NA,NA,NA,green,yellow,NA,NA,"51.627161","5.885193",NA,11696,"Noord-Brabant",NA,"saint antony",NA,NA,NA,NA,"99.8","99.3","0.5",0,2018
0845,GM0845,"Sint-Michielsgestel","Sint-Michielsgestel",30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,white,NA,NA,"51.641348","5.352881",NA,28186,"Noord-Brabant",crown,cross,NA,NA,NA,NA,"59.3","58.4","0.9",0,2018
1883,GM1883,"Sittard-Geleen","Sittard-Geleen",31,PV31,Limburg,NA,NA,NA,NA,yellow,black,red,NA,"51.003168","5.823671",NA,93806,Limburg,NA,NA,NA,NA,NA,NA,"80.5",79,"1.5",0,2018
0610,GM0610,Sliedrecht,Sliedrecht,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,black,NA,NA,"51.824868","4.773162",NA,24528,"Zuid-Holland",crown,cross,NA,NA,NA,NA,14,"12.8","1.2",0,2018
1714,GM1714,Sluis,Sluis,29,PV29,Zeeland,NA,NA,NA,NA,white,red,yellow,blue,"51.308656","3.387919",NA,23795,Zeeland,crown,stronghold,tower,NA,lion,lion,"307.2","279.7","27.5",0,2018
0090,GM0090,Smallingerland,Smallingerland,21,PV21,Friesland,NA,NA,NA,NA,white,green,red,NA,"53.127729","6.079345",NA,55496,Friesland,crown,tree,deer,NA,NA,NA,"126.2","118.2","7.9",0,2018
0342,GM0342,Soest,Soest,26,PV26,Utrecht,NA,NA,NA,NA,green,white,yellow,NA,"52.176352","5.299197",NA,45430,Utrecht,helmet,plow,wave,NA,NA,NA,"46.4","46.2","0.2",0,2018
0847,GM0847,Someren,Someren,30,PV30,"Noord-Brabant",NA,NA,NA,NA,white,black,yellow,orange,"51.384967","5.712367",NA,18700,"Noord-Brabant",crown,lion,millrind,NA,NA,NA,"81.5","80.3","1.2",0,2018
0848,GM0848,"Son en Breugel","Son en Breugel",30,PV30,"Noord-Brabant",NA,NA,NA,NA,yellow,blue,NA,NA,"51.511394","5.498219",NA,16241,"Noord-Brabant",NA,sun,NA,NA,NA,NA,"26.5",26,"0.6",0,2018
0037,GM0037,Stadskanaal,Stadskanaal,20,PV20,Groningen,NA,NA,NA,NA,white,black,green,yellow,"52.991985","6.946222",NA,32793,Groningen,crown,corn,eagle,NA,NA,NA,"119.9","117.7","2.3",0,2018
0180,GM0180,Staphorst,Staphorst,23,PV23,Overijssel,NA,NA,NA,NA,blue,yellow,NA,NA,"52.642914","6.199494",NA,16365,Overijssel,NA,tower,NA,NA,NA,NA,"135.7","134.2","1.5",0,2018
0532,GM0532,"Stede Broec","Stede Broec",27,PV27,"Noord-Holland",NA,NA,NA,NA,green,white,NA,NA,"51.511394","5.498219",NA,21474,"Noord-Holland",crown,star,NA,NA,NA,NA,"16.4","14.6","1.7",0,2018
0851,GM0851,Steenbergen,Steenbergen,30,PV30,"Noord-Brabant",NA,NA,NA,NA,yellow,red,green,blue,"51.58124","4.315599",NA,23409,"Noord-Brabant",crown,cross,NA,NA,mermaid,mermaid,"159.1","146.7","12.5",0,2018
1708,GM1708,Steenwijkerland,Steenwijkerland,23,PV23,Overijssel,NA,NA,NA,NA,white,black,green,NA,"52.741538","6.049324",NA,43372,Overijssel,crown,anchor,cross,NA,NA,NA,"321.6","290.2","31.4",0,2018
0971,GM0971,Stein,Stein,31,PV31,Limburg,NA,NA,NA,NA,red,yellow,black,NA,"50.967974","5.76622",NA,25348,Limburg,crown,"saint martin",horse,shield,NA,NA,"22.6","21.2","1.5",0,2018
1904,GM1904,"Stichtse Vecht","Stichtse Vecht",26,PV26,Utrecht,NA,NA,NA,NA,yellow,grey,blue,red,"52.144755","5.033208",NA,63823,Utrecht,crown,cross,wave,NA,lion,lion,"106.8","96.6","10.2",0,2018
1900,GM1900,"Súdwest-Fryslân","Súdwest-Fryslân",21,PV21,Friesland,NA,NA,NA,NA,blue,white,yellow,black,"53.023416","5.481658",NA,84258,Friesland,crown,eagle,NA,NA,lion,lion,"841.6","459.6","381.9",0,2018
1900,GM1900,"Súdwest Fryslân","Súdwest-Fryslân",21,PV21,Friesland,NA,NA,NA,NA,blue,white,yellow,black,"53.023416","5.481658",NA,84258,Friesland,crown,eagle,NA,NA,lion,lion,"841.6","459.6","381.9",0,2018
0715,GM0715,Terneuzen,Terneuzen,29,PV29,Zeeland,NA,NA,NA,NA,white,red,blue,NA,"51.332285","3.832426",NA,54711,Zeeland,crown,lion,key,wave,NA,NA,"317.8","250.7","67.1",0,2018
0093,GM0093,Terschelling,Terschelling,21,PV21,Friesland,NA,NA,NA,NA,red,blue,yellow,green,"53.397875","5.346679",NA,4769,Friesland,crown,lion,tree,seahorse,NA,NA,674,"86.2","587.8",0,2018
0448,GM0448,Texel,Texel,27,PV27,"Noord-Holland",NA,NA,NA,NA,green,black,NA,NA,"53.054763","4.797715",NA,13566,"Noord-Holland",NA,lion,anchor,NA,NA,NA,"463.2","161.1",302,0,2018
1525,GM1525,Teylingen,Teylingen,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,red,black,NA,"52.222004","4.513404",NA,35723,"Zuid-Holland",crown,lion,NA,NA,lion,lion,"33.5","28.6","4.9",0,2018
0716,GM0716,Tholen,Tholen,29,PV29,Zeeland,NA,NA,NA,NA,yellow,red,white,blue,"51.533271","4.216222",NA,25398,Zeeland,crown,ship,lion,NA,NA,NA,254,"147.1","106.9",0,2018
0281,GM0281,Tiel,Tiel,25,PV25,Gelderland,NA,NA,NA,NA,yellow,black,NA,NA,"51.887618","5.427877",NA,41729,Gelderland,crown,eagle,lion,NA,lion,lion,"34.8","32.3","2.5",0,2018
0855,GM0855,Tilburg,Tilburg,30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,yellow,NA,NA,"51.560596","5.091914",NA,210382,"Noord-Brabant",NA,stronghold,NA,NA,NA,NA,"119.2","117.3","1.9",1,2018
0183,GM0183,Tubbergen,Tubbergen,23,PV23,Overijssel,NA,NA,NA,NA,blue,yellow,NA,NA,"52.408907","6.785489",NA,21216,Overijssel,crown,lion,cross,mountain,NA,NA,"147.4",147,"0.4",0,2018
1700,GM1700,Twenterand,Twenterand,23,PV23,Overijssel,NA,NA,NA,NA,green,white,blue,NA,"52.450068","6.620745",NA,33939,Overijssel,crown,oak,lion,diamond,NA,NA,"108.1","106.3","1.8",0,2018
1730,GM1730,Tynaarlo,Tynaarlo,22,PV22,Drenthe,NA,NA,NA,NA,red,green,yellow,white,"53.101283","6.576097",NA,32506,Drenthe,crown,horse,raven,flower,NA,NA,"147.7","143.5","4.2",0,2018
0737,GM0737,Tytsjerksteradiel,Tytsjerksteradiel,21,PV21,Friesland,NA,NA,NA,NA,red,white,green,blue,"53.176038","5.97868",NA,31980,Friesland,NA,NA,NA,NA,NA,NA,"161.4","149.4",12,0,2018
0856,GM0856,Uden,Uden,30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,yellow,NA,NA,"51.663107","5.623923",NA,40934,"Noord-Brabant",NA,NA,NA,NA,NA,NA,"67.5","67.1","0.5",0,2018
0450,GM0450,Uitgeest,Uitgeest,27,PV27,"Noord-Holland",NA,NA,NA,NA,black,white,red,NA,"52.531225","4.712046",NA,13242,"Noord-Holland",NA,lion,NA,NA,NA,NA,"22.3","19.2","3.1",0,2018
0451,GM0451,Uithoorn,Uithoorn,27,PV27,"Noord-Holland",NA,NA,NA,NA,blue,yellow,red,orange,"52.244627","4.831734",NA,28407,"Noord-Holland",NA,child,horn,NA,NA,NA,"19.4","18.2","1.2",0,2018
0184,GM0184,Urk,Urk,24,PV24,Flevoland,NA,NA,NA,NA,blue,white,red,NA,"52.663053","5.598947",NA,19487,Flevoland,NA,fish,NA,NA,NA,NA,"109.9","11.5","98.4",0,2018
0344,GM0344,Utrecht,Utrecht,26,PV26,Utrecht,NA,NA,NA,NA,red,white,NA,NA,"52.090737","5.12142",NA,328577,Utrecht,crown,NA,NA,NA,lion,lion,"99.2","94.3","4.9",1,2018
1581,GM1581,"Utrechtse Heuvelrug","Utrechtse Heuvelrug",26,PV26,Utrecht,NA,NA,NA,NA,red,yellow,grey,black,"52.052203","5.282495",NA,47939,Utrecht,crown,cross,lion,lily,NA,NA,"134.1","132.2","1.9",0,2018
0981,GM0981,Vaals,Vaals,31,PV31,Limburg,NA,NA,NA,NA,white,red,black,NA,"50.773218","6.011274",NA,9682,Limburg,NA,"saint lambert",lion,shield,NA,NA,"23.9","23.9",0,0,2018
0994,GM0994,"Valkenburg aan de Geul","Valkenburg aan de Geul",31,PV31,Limburg,NA,NA,NA,NA,yellow,red,blue,NA,"50.868477","5.826448",NA,16668,Limburg,crown,castle,eagle,lily,lion,lion,"36.9","36.7","0.2",0,2018
0858,GM0858,Valkenswaard,Valkenswaard,30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,yellow,NA,NA,"51.355496","5.453327",NA,30353,"Noord-Brabant",NA,"saint nicolas",child,NA,NA,NA,"56.5",55,"1.5",0,2018
0047,GM0047,Veendam,Veendam,20,PV20,Groningen,NA,NA,NA,NA,blue,white,green,yellow,"53.106278","6.8751",NA,27795,Groningen,NA,"olive branch",snake,lily,NA,NA,"78.7","76.1","2.6",0,2018
0345,GM0345,Veenendaal,Veenendaal,26,PV26,Utrecht,NA,NA,NA,NA,yellow,blue,black,NA,"52.026301","5.554431",NA,63207,Utrecht,crown,ship,NA,NA,NA,NA,"19.7","19.5","0.2",0,2018
0717,GM0717,Veere,Veere,29,PV29,Zeeland,NA,NA,NA,NA,green,blue,yellow,white,"51.548294","3.666006",NA,21882,Zeeland,crown,ship,tower,savage,NA,NA,"206.6","133.1","73.5",0,2018
0861,GM0861,Veldhoven,Veldhoven,30,PV30,"Noord-Brabant",NA,NA,NA,NA,blue,red,white,NA,"51.417634","5.406021",NA,44136,"Noord-Brabant",crown,lion,diamond,NA,NA,NA,"31.9","31.7","0.2",0,2018
0453,GM0453,Velsen,Velsen,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,blue,NA,NA,"52.452059","4.630587",NA,67231,"Noord-Holland",NA,"agnus dei",cross,NA,NA,NA,"63.1","44.8","18.3",0,2018
0983,GM0983,Venlo,Venlo,31,PV31,Limburg,NA,NA,NA,NA,blue,red,yellow,black,"51.370375","6.172403",NA,100381,Limburg,NA,lion,anchor,crown,knight,knight,129,125,4,0,2018
0984,GM0984,Venray,Venray,31,PV31,Limburg,NA,NA,NA,NA,white,blue,black,NA,"51.525626","5.973699",NA,43120,Limburg,NA,beehive,key,snake,NA,NA,165,"163.4","1.6",0,2018
1961,GM1961,Vijfheerenlanden,Vijfheerenlanden,26,PV26,Utrecht,NA,NA,NA,NA,yellow,red,NA,NA,"51.894313","5.096927",NA,20586,"Zuid-Holland",crown,gatehouse,NA,NA,lion,lion,"34.4","33.8","0.6",0,2018
0622,GM0622,Vlaardingen,Vlaardingen,28,PV28,"Zuid-Holland",NA,NA,NA,NA,red,yellow,blue,NA,"51.912067","4.349437",NA,71059,"Zuid-Holland",crown,lion,NA,NA,griffin,griffin,"26.7","23.6","3.1",0,2018
0096,GM0096,Vlieland,Vlieland,21,PV21,Friesland,NA,NA,NA,NA,green,white,NA,NA,"53.250184","4.951427",NA,1097,Friesland,NA,ship,flag,NA,NA,NA,"315.8","36.1","279.7",0,2018
0718,GM0718,Vlissingen,Vlissingen,29,PV29,Zeeland,NA,NA,NA,NA,red,white,NA,NA,"51.453667","3.570912",NA,44450,Zeeland,crown,jar,crown,NA,NA,NA,"344.8","34.2","310.7",0,2018
0986,GM0986,Voerendaal,Voerendaal,31,PV31,Limburg,NA,NA,NA,NA,yellow,blue,red,NA,"50.879153","5.93116",NA,12447,Limburg,crown,"saint laurent",cross,lion,NA,NA,"31.5","31.5",0,0,2018
0626,GM0626,Voorschoten,Voorschoten,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,black,NA,NA,"52.12379","4.438598",NA,24941,"Zuid-Holland",crown,moon,NA,NA,NA,NA,"11.6","11.2","0.4",0,2018
0285,GM0285,Voorst,Voorst,25,PV25,Gelderland,NA,NA,NA,NA,yellow,red,NA,NA,"52.225271","6.09905",NA,23801,Gelderland,crown,NA,NA,NA,NA,NA,"126.5","123.1","3.4",0,2018
0865,GM0865,Vught,Vught,30,PV30,"Noord-Brabant",NA,NA,NA,NA,yellow,blue,red,NA,"51.653306","5.294347",NA,25626,"Noord-Brabant",NA,lion,key,church,NA,NA,"34.4","33.5",1,0,2018
1949,GM1949,Waadhoeke,Waadhoeke,21,PV21,Friesland,NA,NA,NA,NA,yellow,blue,green,NA,"53.184738","5.531866",NA,NA,Friesland,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2018
0866,GM0866,Waalre,Waalre,30,PV30,"Noord-Brabant",NA,NA,NA,NA,red,blue,yellow,NA,"51.387833","5.443202",NA,16804,"Noord-Brabant","saint willibrord",horn,lily,NA,NA,NA,"22.7","22.4","0.3",0,2018
0867,GM0867,Waalwijk,Waalwijk,30,PV30,"Noord-Brabant",NA,NA,NA,NA,yellow,red,black,NA,"51.687895","5.057482",NA,46515,"Noord-Brabant",tree,lion,NA,NA,NA,NA,"67.7","64.6","3.1",0,2018
0627,GM0627,Waddinxveen,Waddinxveen,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,black,NA,NA,"52.031297","4.659132",NA,25520,"Zuid-Holland",crown,key,NA,NA,NA,NA,"29.4","27.9","1.5",0,2018
0289,GM0289,Wageningen,Wageningen,25,PV25,Gelderland,NA,NA,NA,NA,red,white,NA,NA,"51.969187","5.665395",NA,37511,Gelderland,crown,wheel,NA,NA,lion,lion,"32.4","30.5","1.9",1,2018
0629,GM0629,Wassenaar,Wassenaar,28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,white,NA,NA,"52.14291","4.401213",NA,25786,"Zuid-Holland",crown,moon,NA,NA,NA,NA,"62.4","50.9","11.5",0,2018
0852,GM0852,Waterland,Waterland,27,PV27,"Noord-Holland",NA,NA,NA,NA,white,blue,NA,NA,"52.44705","5.015475",NA,17154,"Noord-Holland",laurel,swan,arrow,NA,griffin,griffin,"115.7","52.1","63.6",0,2018
0988,GM0988,Weert,Weert,31,PV31,Limburg,NA,NA,NA,NA,white,blue,red,yellow,"51.243941","5.714222",NA,48727,Limburg,crown,wave,NA,NA,NA,NA,"105.5","104.5",1,0,2018
0457,GM0457,Weesp,Weesp,27,PV27,"Noord-Holland",NA,NA,NA,NA,blue,white,black,NA,"52.308051","5.040622",NA,18231,"Noord-Holland",NA,NA,NA,NA,NA,NA,"21.8","20.5","1.3",0,2018
1960,GM1960,"West Betuwe","West Betuwe",25,PV25,Gelderland,NA,NA,NA,NA,yellow,red,blue,black,"51.884365","5.229359",NA,26339,Gelderland,crown,horse,lily,pillar,NA,NA,"101.7",100,"1.8",0,2018
0668,GM0668,"West Maas en Waal","West Maas en Waal",25,PV25,Gelderland,NA,NA,NA,NA,white,yellow,blue,black,"51.861341","5.501737",NA,18391,Gelderland,crown,eagle,wave,NA,NA,NA,"85.2","77.4","7.8",0,2018
1969,GM1969,Westerkwartier,Westerkwartier,20,PV20,Groningen,NA,NA,NA,NA,green,white,black,NA,"53.161611","6.390616",NA,19607,Groningen,crown,knight,horse,NA,NA,NA,"64.3","63.3",1,0,2018
1701,GM1701,Westerveld,Westerveld,22,PV22,Drenthe,NA,NA,NA,NA,white,purple,NA,NA,"52.857708","6.29601",NA,18902,Drenthe,crown,NA,NA,NA,NA,NA,"282.7","278.8","3.9",0,2018
0293,GM0293,Westervoort,Westervoort,25,PV25,Gelderland,NA,NA,NA,NA,white,black,blue,yellow,"51.963807","5.968984",NA,15147,Gelderland,NA,eagle,NA,NA,NA,NA,"7.8","7.1","0.8",0,2018
1950,GM1950,Westerwolde,Westerwolde,20,PV20,Groningen,NA,NA,NA,NA,NA,NA,NA,NA,"53.027025","7.110788",NA,NA,Groningen,NA,NA,NA,NA,NA,NA,"280.6",267,"4.6",0,2018
1783,GM1783,Westland,Westland,28,PV28,"Zuid-Holland",NA,NA,NA,NA,white,red,green,grey,"51.999176","4.217457",NA,103335,"Zuid-Holland",crown,lion,NA,NA,NA,NA,"90.6","79.5","11.1",0,2018
0098,GM0098,Weststellingwerf,Weststellingwerf,21,PV21,Friesland,NA,NA,NA,NA,red,white,NA,NA,"52.871892","6.022919",NA,25487,Friesland,crown,griffin,star,NA,NA,NA,"228.5","221.2","7.3",0,2018
0614,GM0614,Westvoorne,Westvoorne,28,PV28,"Zuid-Holland",NA,NA,NA,NA,green,red,white,yellow,"51.887279","4.084461",NA,13977,"Zuid-Holland",NA,NA,NA,NA,NA,NA,"97.5","53.2","44.3",0,2018
0189,GM0189,Wierden,Wierden,23,PV23,Overijssel,NA,NA,NA,NA,white,blue,yellow,black,"52.35826","6.593873",NA,23906,Overijssel,NA,cross,corn,NA,NA,NA,"95.4","94.8","0.6",0,2018
0296,GM0296,Wijchen,Wijchen,25,PV25,Gelderland,NA,NA,NA,NA,yellow,red,NA,NA,"51.813674","5.752895",NA,41010,Gelderland,crown,cross,scissors,NA,NA,NA,"69.6","66.5","3.1",0,2018
1696,GM1696,Wijdemeren,Wijdemeren,27,PV27,"Noord-Holland",NA,NA,NA,NA,white,blue,green,NA,"52.219688","5.093666",NA,23170,"Noord-Holland",crown,goose,NA,NA,NA,NA,"76.4","47.9","28.5",0,2018
0352,GM0352,"Wijk bij Duurstede","Wijk bij Duurstede",26,PV26,Utrecht,NA,NA,NA,NA,yellow,red,white,NA,"51.9756","5.33845",NA,23031,Utrecht,crown,pillar,NA,NA,lion,lion,"50.3","47.6","2.7",0,2018
0294,GM0294,Winterswijk,Winterswijk,25,PV25,Gelderland,NA,NA,NA,NA,blue,yellow,white,NA,"51.971314","6.720509",NA,28873,Gelderland,crown,greyhound,NA,NA,NA,NA,"138.8","138.2","0.7",0,2018
